issue_key,ticket_title,ticket_description,subtask_title,subtask_reasoning,label
TIMOB-24830,iOS: Cache module after the first require() call (regression to 5.x),"After adding NodeJS style require we have a regression with huge performance issue. Previously all modules were required() only once. Now every module including Alloy models, controllers, and widgets are looking for a lot of places on each require call.      simple replace of this code in KrollBridge.m    {code:objc}  else if ([path hasPrefix:@""""""""/""""""""]) {    module = [self loadAsFileOrDirectory:[[path substringFromIndex:1] stringByStandardizingPath] withContext:context];    if (module) {      return module;    }  }      makes an application ten times more responsive in case you have a lot Alloy.createModel or Alloy.createController.    and rid out logs like:",Implement module cache storage,Create a persistent in-memory or file-based cache that stores loaded modules to avoid repeated loading.,grounded
TIMOB-24830,iOS: Cache module after the first require() call (regression to 5.x),"After adding NodeJS style require we have a regression with huge performance issue. Previously all modules were required() only once. Now every module including Alloy models, controllers, and widgets are looking for a lot of places on each require call.      simple replace of this code in KrollBridge.m    {code:objc}  else if ([path hasPrefix:@""""""""/""""""""]) {    module = [self loadAsFileOrDirectory:[[path substringFromIndex:1] stringByStandardizingPath] withContext:context];    if (module) {      return module;    }  }      makes an application ten times more responsive in case you have a lot Alloy.createModel or Alloy.createController.    and rid out logs like:",Modify require() to check and use cache,Update the Titanium require mechanism so it checks the cache before loading new modules.,grounded
TIMOB-24830,iOS: Cache module after the first require() call (regression to 5.x),"After adding NodeJS style require we have a regression with huge performance issue. Previously all modules were required() only once. Now every module including Alloy models, controllers, and widgets are looking for a lot of places on each require call.      simple replace of this code in KrollBridge.m    {code:objc}  else if ([path hasPrefix:@""""""""/""""""""]) {    module = [self loadAsFileOrDirectory:[[path substringFromIndex:1] stringByStandardizingPath] withContext:context];    if (module) {      return module;    }  }      makes an application ten times more responsive in case you have a lot Alloy.createModel or Alloy.createController.    and rid out logs like:",Test performance impact on app startup and repeated requires,,grounded
USERGRID-772,Characterize the performance of 2.1,"We need to characterize the performance of 2.1.  This will involve using:  - Varying numbers of tomcats -- we can start with 20 and progressively add more into a load balancer to see the performance impact - Varying ES cluster size - starting with 6 and going up to 20 -- we can start with 20 nodes and only have the indexes targeted to a subset - Varying ES bucket/shard counts - starting with 10 - Varying Cassandra sizes - starting with 6 and going up to 12  General approach should be: 1) Start with 2 tomcats, 6 ES and 6 C* 2) Add +2 Tomcats iteratively until the performance starts to not increase (implying that either ES or C* is the limiting factor) 3) Add +3 ES nodes and test again.  Document impact. 4) Add +3 C* nodes, remove -3 ES nodes and test again.  Document impact. 5) Add +3 C* nodes and +3 ES nodes and test again.  Document impact. 6) Add +2 Tomcats and see the slope of the TPS graph 7) Add +3 C* - (now at 12) and test again 8) Test iteratively with +2 Tomcats until performance plateaus, up to 20 Tomcats","Baseline setup (2 Tomcats, 6 ES, 6 Cassandra)",,grounded
USERGRID-772,Characterize the performance of 2.1,"We need to characterize the performance of 2.1.  This will involve using:  - Varying numbers of tomcats -- we can start with 20 and progressively add more into a load balancer to see the performance impact - Varying ES cluster size - starting with 6 and going up to 20 -- we can start with 20 nodes and only have the indexes targeted to a subset - Varying ES bucket/shard counts - starting with 10 - Varying Cassandra sizes - starting with 6 and going up to 12  General approach should be: 1) Start with 2 tomcats, 6 ES and 6 C* 2) Add +2 Tomcats iteratively until the performance starts to not increase (implying that either ES or C* is the limiting factor) 3) Add +3 ES nodes and test again.  Document impact. 4) Add +3 C* nodes, remove -3 ES nodes and test again.  Document impact. 5) Add +3 C* nodes and +3 ES nodes and test again.  Document impact. 6) Add +2 Tomcats and see the slope of the TPS graph 7) Add +3 C* - (now at 12) and test again 8) Test iteratively with +2 Tomcats until performance plateaus, up to 20 Tomcats",Incremental Tomcat load testing (+2 each iteration up to 20),,grounded
USERGRID-772,Characterize the performance of 2.1,"We need to characterize the performance of 2.1.  This will involve using:  - Varying numbers of tomcats -- we can start with 20 and progressively add more into a load balancer to see the performance impact - Varying ES cluster size - starting with 6 and going up to 20 -- we can start with 20 nodes and only have the indexes targeted to a subset - Varying ES bucket/shard counts - starting with 10 - Varying Cassandra sizes - starting with 6 and going up to 12  General approach should be: 1) Start with 2 tomcats, 6 ES and 6 C* 2) Add +2 Tomcats iteratively until the performance starts to not increase (implying that either ES or C* is the limiting factor) 3) Add +3 ES nodes and test again.  Document impact. 4) Add +3 C* nodes, remove -3 ES nodes and test again.  Document impact. 5) Add +3 C* nodes and +3 ES nodes and test again.  Document impact. 6) Add +2 Tomcats and see the slope of the TPS graph 7) Add +3 C* - (now at 12) and test again 8) Test iteratively with +2 Tomcats until performance plateaus, up to 20 Tomcats",ES cluster scaling (+3 nodes at key points),,grounded
USERGRID-772,Characterize the performance of 2.1,"We need to characterize the performance of 2.1.  This will involve using:  - Varying numbers of tomcats -- we can start with 20 and progressively add more into a load balancer to see the performance impact - Varying ES cluster size - starting with 6 and going up to 20 -- we can start with 20 nodes and only have the indexes targeted to a subset - Varying ES bucket/shard counts - starting with 10 - Varying Cassandra sizes - starting with 6 and going up to 12  General approach should be: 1) Start with 2 tomcats, 6 ES and 6 C* 2) Add +2 Tomcats iteratively until the performance starts to not increase (implying that either ES or C* is the limiting factor) 3) Add +3 ES nodes and test again.  Document impact. 4) Add +3 C* nodes, remove -3 ES nodes and test again.  Document impact. 5) Add +3 C* nodes and +3 ES nodes and test again.  Document impact. 6) Add +2 Tomcats and see the slope of the TPS graph 7) Add +3 C* - (now at 12) and test again 8) Test iteratively with +2 Tomcats until performance plateaus, up to 20 Tomcats","Cassandra scaling (+3, then +6 nodes and integration with ES/C*)",,grounded
USERGRID-772,Characterize the performance of 2.1,"We need to characterize the performance of 2.1.  This will involve using:  - Varying numbers of tomcats -- we can start with 20 and progressively add more into a load balancer to see the performance impact - Varying ES cluster size - starting with 6 and going up to 20 -- we can start with 20 nodes and only have the indexes targeted to a subset - Varying ES bucket/shard counts - starting with 10 - Varying Cassandra sizes - starting with 6 and going up to 12  General approach should be: 1) Start with 2 tomcats, 6 ES and 6 C* 2) Add +2 Tomcats iteratively until the performance starts to not increase (implying that either ES or C* is the limiting factor) 3) Add +3 ES nodes and test again.  Document impact. 4) Add +3 C* nodes, remove -3 ES nodes and test again.  Document impact. 5) Add +3 C* nodes and +3 ES nodes and test again.  Document impact. 6) Add +2 Tomcats and see the slope of the TPS graph 7) Add +3 C* - (now at 12) and test again 8) Test iteratively with +2 Tomcats until performance plateaus, up to 20 Tomcats",Analyze TPS slope under max Tomcat load (20 Tomcats),,grounded
MULE-9769,ExtensionModel should say where is dynamic metadata supported,It should be possible by just looking at the ExtensionModel to know  which operation parameters support dynamic metadata and which operation have dynamic return types,Identify dynamic parameter and return types in ExtensionModel,Determine which operation parameters and returns are intended to support dynamic metadata based on the current model structure.,inferred
MULE-9769,ExtensionModel should say where is dynamic metadata supported,It should be possible by just looking at the ExtensionModel to know  which operation parameters support dynamic metadata and which operation have dynamic return types,Add metadata flags to ExtensionModel for dynamic support,"Introduce indicators (e.g., attributes or annotations) in the ExtensionModel to specify support for dynamic metadata on parameters and returns, mirroring existing patterns like those in MULE-13743.",inferred
MULE-9769,ExtensionModel should say where is dynamic metadata supported,It should be possible by just looking at the ExtensionModel to know  which operation parameters support dynamic metadata and which operation have dynamic return types,Update documentation and Studio/Mozzart APIs,"Ensure that new fields or markers in the ExtensionModel are documented and exposed appropriately for tooling consumption, as required by similar past enhancements.",inferred
NEXUS-16545,NXRM 3 Yum Metadata Generation takes forever,"We recently migrated completely from nexus2 to nexus3, now that it has full yum support (hosted). Recently, we noticed that when we were doing our rpm builds/uploads, that when we would deploy new instances, we were not seeing the expected artifacts on the machines. I dug into this a bit and observed the following:        ==========    =========  In both of these cases, regenerating the metadata is taking 15 minutes.  That is a major detriment and will cause inefficiencies for developers, slowing down a company's ability to handle CI/CD",Root cause analysis of slow metadata generation,Investigate why yum metadata generation is taking significantly longer in NXRM 3 compared to previous versions.,inferred
NEXUS-16545,NXRM 3 Yum Metadata Generation takes forever,"We recently migrated completely from nexus2 to nexus3, now that it has full yum support (hosted). Recently, we noticed that when we were doing our rpm builds/uploads, that when we would deploy new instances, we were not seeing the expected artifacts on the machines. I dug into this a bit and observed the following:        ==========    =========  In both of these cases, regenerating the metadata is taking 15 minutes.  That is a major detriment and will cause inefficiencies for developers, slowing down a company's ability to handle CI/CD",Compare configuration settings between Nexus 2 and 3,"Check if changes in the configuration (e.g., createrepo interval, concurrency) are contributing to slower performance post-migration.",inferred
NEXUS-16545,NXRM 3 Yum Metadata Generation takes forever,"We recently migrated completely from nexus2 to nexus3, now that it has full yum support (hosted). Recently, we noticed that when we were doing our rpm builds/uploads, that when we would deploy new instances, we were not seeing the expected artifacts on the machines. I dug into this a bit and observed the following:        ==========    =========  In both of these cases, regenerating the metadata is taking 15 minutes.  That is a major detriment and will cause inefficiencies for developers, slowing down a company's ability to handle CI/CD",Test with reduced repository size to isolate issue,Validate whether the problem is specific to large repositories or a general regression in NXRM 3.,inferred
NEXUS-16545,NXRM 3 Yum Metadata Generation takes forever,"We recently migrated completely from nexus2 to nexus3, now that it has full yum support (hosted). Recently, we noticed that when we were doing our rpm builds/uploads, that when we would deploy new instances, we were not seeing the expected artifacts on the machines. I dug into this a bit and observed the following:        ==========    =========  In both of these cases, regenerating the metadata is taking 15 minutes.  That is a major detriment and will cause inefficiencies for developers, slowing down a company's ability to handle CI/CD",Review logs and event queue usage during metadata generation,"Analyze system events and queue saturation as observed in similar past tickets (e.g., NEXUS-17782).",inferred
DM-20249,Table filter shows 'null' in the column category but fails to filter,Trying to filter empty string in column 'wavelength' og the HiPS selection table but it doesn't work. The filter proposed 'null' doesn't apply.   I had 2 issues:   - filter category name 'null' should be replaced with ' ' or 'EMPTY' (??)   - what exactly is the filter to applay to the column to filter out the empty string?    [https://jira.ipac.caltech.edu/browse/FIREFLY-49],Identify current filter logic for 'wavelength' column,Analyze existing code in TableUtil.js or related filters to understand how empty string values are currently handled.,inferred
DM-20249,Table filter shows 'null' in the column category but fails to filter,Trying to filter empty string in column 'wavelength' og the HiPS selection table but it doesn't work. The filter proposed 'null' doesn't apply.   I had 2 issues:   - filter category name 'null' should be replaced with ' ' or 'EMPTY' (??)   - what exactly is the filter to applay to the column to filter out the empty string?    [https://jira.ipac.caltech.edu/browse/FIREFLY-49],Update filter to treat 'null' and empty strings appropriately,"Modify the FilterStrings logic (as per DM-13037) so that filtering for 'null' or empty strings is supported, possibly by using a placeholder like 'EMPTY'.",inferred
DM-20249,Table filter shows 'null' in the column category but fails to filter,Trying to filter empty string in column 'wavelength' og the HiPS selection table but it doesn't work. The filter proposed 'null' doesn't apply.   I had 2 issues:   - filter category name 'null' should be replaced with ' ' or 'EMPTY' (??)   - what exactly is the filter to applay to the column to filter out the empty string?    [https://jira.ipac.caltech.edu/browse/FIREFLY-49],Test filter functionality with empty string in 'wavelength',Verify the fix works by applying filters to rows where 'wavelength' is an empty string.,inferred
DM-20249,Table filter shows 'null' in the column category but fails to filter,Trying to filter empty string in column 'wavelength' og the HiPS selection table but it doesn't work. The filter proposed 'null' doesn't apply.   I had 2 issues:   - filter category name 'null' should be replaced with ' ' or 'EMPTY' (??)   - what exactly is the filter to applay to the column to filter out the empty string?    [https://jira.ipac.caltech.edu/browse/FIREFLY-49],Document recommended filter value for empty fields,"Decide and document whether filtering on 'EMPTY', a new tag, or leaving blank is best practice.",inferred
INDY-979,[Refactor] Apply state machine to 3PC Actor,"replica.py contains lots of different logic for processing of all 3PC messages, Checkpoints, parts of view change, etc.  Break the monolith.    In particular, create 3PC Actor and apply state machine to it  See https://docs.google.com/document/d/1qDfyb6ALqvf7Cwrnmk0RUmyVbM2Znd7urey-8B21j6o/edit#heading=h.myn1swcdi79r    The code may live separately. Full integration and replacement of Replica can be done in another task.",Design State Machine for 3PC Actor,Define the finite state transitions required to handle each step of the 3PC message lifecycle.,inferred
INDY-979,[Refactor] Apply state machine to 3PC Actor,"replica.py contains lots of different logic for processing of all 3PC messages, Checkpoints, parts of view change, etc.  Break the monolith.    In particular, create 3PC Actor and apply state machine to it  See https://docs.google.com/document/d/1qDfyb6ALqvf7Cwrnmk0RUmyVbM2Znd7urey-8B21j6o/edit#heading=h.myn1swcdi79r    The code may live separately. Full integration and replacement of Replica can be done in another task.",Extract 3PC Processing Logic from replica.py,"Isolate and move relevant code into the new 3PC Actor, mirroring INDY-495's approach.",inferred
INDY-979,[Refactor] Apply state machine to 3PC Actor,"replica.py contains lots of different logic for processing of all 3PC messages, Checkpoints, parts of view change, etc.  Break the monolith.    In particular, create 3PC Actor and apply state machine to it  See https://docs.google.com/document/d/1qDfyb6ALqvf7Cwrnmk0RUmyVbM2Znd7urey-8B21j6o/edit#heading=h.myn1swcdi79r    The code may live separately. Full integration and replacement of Replica can be done in another task.",Integrate with View Change Handling,Ensure seamless interaction between the 3PC state machine and view change events.,inferred
DM-8498,Homogenize level of detail and style in LDM-151 Algorithmic Components,"Even after DM-8497, there will still be significant differences in subsections of the Algorithmic Components sections written by different authors, in both the level of detail and the degree to which a baseline algorithm is assumed.   These will need to be made consistent.    This first requires agreement between stakeholders ([~<USER>, [~<USER>, [~<USER>, [~<USER>, [~<USER>) on what the desired style should be.",Stakeholder alignment meeting,Organize a session to reach consensus on desired style and detail level for Algorithmic Components.,inferred
DM-8498,Homogenize level of detail and style in LDM-151 Algorithmic Components,"Even after DM-8497, there will still be significant differences in subsections of the Algorithmic Components sections written by different authors, in both the level of detail and the degree to which a baseline algorithm is assumed.   These will need to be made consistent.    This first requires agreement between stakeholders ([~<USER>, [~<USER>, [~<USER>, [~<USER>, [~<USER>) on what the desired style should be.",Gather author-written subsections,Collect all current algorithmic component texts from different authors for review.,grounded
DM-8498,Homogenize level of detail and style in LDM-151 Algorithmic Components,"Even after DM-8497, there will still be significant differences in subsections of the Algorithmic Components sections written by different authors, in both the level of detail and the degree to which a baseline algorithm is assumed.   These will need to be made consistent.    This first requires agreement between stakeholders ([~<USER>, [~<USER>, [~<USER>, [~<USER>, [~<USER>) on what the desired style should be.",Define uniform formatting and content guidelines,"Establish shared templates and requirements for detail, assumptions about algorithms, and writing style.",inferred
DM-8498,Homogenize level of detail and style in LDM-151 Algorithmic Components,"Even after DM-8497, there will still be significant differences in subsections of the Algorithmic Components sections written by different authors, in both the level of detail and the degree to which a baseline algorithm is assumed.   These will need to be made consistent.    This first requires agreement between stakeholders ([~<USER>, [~<USER>, [~<USER>, [~<USER>, [~<USER>) on what the desired style should be.",Draft unified section templates,Create standardized drafts or templates to apply across all Algorithmic Components sections.,inferred
DM-8498,Homogenize level of detail and style in LDM-151 Algorithmic Components,"Even after DM-8497, there will still be significant differences in subsections of the Algorithmic Components sections written by different authors, in both the level of detail and the degree to which a baseline algorithm is assumed.   These will need to be made consistent.    This first requires agreement between stakeholders ([~<USER>, [~<USER>, [~<USER>, [~<USER>, [~<USER>) on what the desired style should be.",Review and iterative edits,Conduct rounds of review and editing to ensure consistency before final implementation.,inferred
DM-11126,Improve Mariadb configuration process for k8s,Using off the shelf MariaDB container will impact Qserv configuration. Indeed:  - sciSQL shared library  - database directory  - configuration files  need to be available in MariaDB container.,Define required MariaDB container image specifications,Specify minimal requirements for the MariaDB container to include sciSQL shared library and accessible data directories.,grounded
DM-11126,Improve Mariadb configuration process for k8s,Using off the shelf MariaDB container will impact Qserv configuration. Indeed:  - sciSQL shared library  - database directory  - configuration files  need to be available in MariaDB container.,Integrate configuration management into k8s deployment,,grounded
DM-11126,Improve Mariadb configuration process for k8s,Using off the shelf MariaDB container will impact Qserv configuration. Indeed:  - sciSQL shared library  - database directory  - configuration files  need to be available in MariaDB container.,Validate compatibility with Qserv master/worker setup,,inferred
DM-11126,Improve Mariadb configuration process for k8s,Using off the shelf MariaDB container will impact Qserv configuration. Indeed:  - sciSQL shared library  - database directory  - configuration files  need to be available in MariaDB container.,Document changes in release notes and config docs,,grounded
DM-12078,Build thread manager to monitor consumer thread heath in devices.,"This needed enhancement addresses the critical case that occurs when a consumer thread throws an exception and effectively dies. Now the death of a thread is detected and restarted. In addition, thread cleanup is now handled by events maintained in the thread manager.",Thread death detection implementation,Implements monitoring for consumer thread exceptions to detect when a thread dies.,grounded
DM-12078,Build thread manager to monitor consumer thread heath in devices.,"This needed enhancement addresses the critical case that occurs when a consumer thread throws an exception and effectively dies. Now the death of a thread is detected and restarted. In addition, thread cleanup is now handled by events maintained in the thread manager.",Event-driven thread cleanup system,"Handles thread cleanup via events managed by the thread manager, reducing manual intervention.",grounded
DM-12078,Build thread manager to monitor consumer thread heath in devices.,"This needed enhancement addresses the critical case that occurs when a consumer thread throws an exception and effectively dies. Now the death of a thread is detected and restarted. In addition, thread cleanup is now handled by events maintained in the thread manager.",Integration with device health events,,grounded
TIMOB-27685,Android: Update hyperloop module to support gradle dependencies,"*Summary:*  In Titanium 9.0.0, we will be changing the Android app build system from """"""""ant"""""""" to """"""""gradle"""""""". This will be a breaking-change that will require the hyperloop module to change how it hooks into the build. But this is also a good opportunity to support gradle's """"""""dependencies"""""""" feature which allows the hyperloop user to reference dependencies via their maven {{<groupId>:<libraryName>:<version>}} references.    *Recommended Solution:*  Add support for an optional """"""""build.gradle"""""""" file to the following Titanium app project directory...  {{./platform/android/build.gradle}}    The file can then reference dependences like this...  {code:groovy}  repositories {   google()   jcenter()  }    dependencies {   implementation 'com.google.android.gms:play-services-<USER>18.3.0'  }  {code}    *Note:*  This feature depend on [TIMOB-19300] to be completed first.",Implement Gradle dependency configuration,Add a build.gradle file in the specified directory to declare dependencies using Maven syntax.,grounded
TIMOB-27685,Android: Update hyperloop module to support gradle dependencies,"*Summary:*  In Titanium 9.0.0, we will be changing the Android app build system from """"""""ant"""""""" to """"""""gradle"""""""". This will be a breaking-change that will require the hyperloop module to change how it hooks into the build. But this is also a good opportunity to support gradle's """"""""dependencies"""""""" feature which allows the hyperloop user to reference dependencies via their maven {{<groupId>:<libraryName>:<version>}} references.    *Recommended Solution:*  Add support for an optional """"""""build.gradle"""""""" file to the following Titanium app project directory...  {{./platform/android/build.gradle}}    The file can then reference dependences like this...  {code:groovy}  repositories {   google()   jcenter()  }    dependencies {   implementation 'com.google.android.gms:play-services-<USER>18.3.0'  }  {code}    *Note:*  This feature depend on [TIMOB-19300] to be completed first.",Update Hyperloop source to use Gradle instead of Ant,Modify Hyperloop's build process to leverage Gradle's dependency resolution and plugin integration.,inferred
TIMOB-27685,Android: Update hyperloop module to support gradle dependencies,"*Summary:*  In Titanium 9.0.0, we will be changing the Android app build system from """"""""ant"""""""" to """"""""gradle"""""""". This will be a breaking-change that will require the hyperloop module to change how it hooks into the build. But this is also a good opportunity to support gradle's """"""""dependencies"""""""" feature which allows the hyperloop user to reference dependencies via their maven {{<groupId>:<libraryName>:<version>}} references.    *Recommended Solution:*  Add support for an optional """"""""build.gradle"""""""" file to the following Titanium app project directory...  {{./platform/android/build.gradle}}    The file can then reference dependences like this...  {code:groovy}  repositories {   google()   jcenter()  }    dependencies {   implementation 'com.google.android.gms:play-services-<USER>18.3.0'  }  {code}    *Note:*  This feature depend on [TIMOB-19300] to be completed first.",Support optional dependencies via repositories,,grounded
DM-23576,Create ci_lsst variant for gen3,Once DM-21212 is completed we need to demonstrate that we can process LSST data. The simplest way to do this is to create a gen3 version of ci_lsst using pipetask.,Create gen3 ci_lsst pipetask,Set up the necessary pipeline configuration for gen3 variant of ci_lsst.,inferred
DM-23576,Create ci_lsst variant for gen3,Once DM-21212 is completed we need to demonstrate that we can process LSST data. The simplest way to do this is to create a gen3 version of ci_lsst using pipetask.,Write test data generation script,Generate sample LSST data to feed into the new gen3 pipeline variant.,inferred
DM-23576,Create ci_lsst variant for gen3,Once DM-21212 is completed we need to demonstrate that we can process LSST data. The simplest way to do this is to create a gen3 version of ci_lsst using pipetask.,Run and validate data products,Execute the pipetask and verify expected outputs match requirements.,inferred
DM-3462,Make obs_decam handle raw data,"The current obs_decam expects instrument calibrated data from the community pipeline, i.e. it  requires matching instcal (Instrument Calibrated), dqmask (the associated mask file), and wtmap (weight map) data from the same visit.  This issue is to add functionality so that raw DECam images can be ingested into registry and retrieved by the data butler.     Practically, this will create new or expand existing sub-classes of CameraMapper and IngestTask.        A brief summary of changes:  - The unit test getRaw.py is updated and should pass, with DM-3196     - Working testdata_decam for the unit test is currently at lsst-dev /lsst8/testdata_decam and https://uofi.box.com/testdata-decam  - DecamInstcalMapper is renamed to DecamMapper, to reflect that Butler can also get """"""""raw"""""""" now besides """"""""instcal"""""""". Please update _mapper in your data repositories.  - To create a registry for raw data, run    - The default filetype is """"""""instcal"""""""" for ingestImagesDecam.py, so previous use for instcal stays.",Implement Raw Data Ingestion in DecamMapper,"Modify DecamMapper to handle raw image inputs instead of just instrument calibrated data, building on the changes from DM-754.",inferred
DM-3462,Make obs_decam handle raw data,"The current obs_decam expects instrument calibrated data from the community pipeline, i.e. it  requires matching instcal (Instrument Calibrated), dqmask (the associated mask file), and wtmap (weight map) data from the same visit.  This issue is to add functionality so that raw DECam images can be ingested into registry and retrieved by the data butler.     Practically, this will create new or expand existing sub-classes of CameraMapper and IngestTask.        A brief summary of changes:  - The unit test getRaw.py is updated and should pass, with DM-3196     - Working testdata_decam for the unit test is currently at lsst-dev /lsst8/testdata_decam and https://uofi.box.com/testdata-decam  - DecamInstcalMapper is renamed to DecamMapper, to reflect that Butler can also get """"""""raw"""""""" now besides """"""""instcal"""""""". Please update _mapper in your data repositories.  - To create a registry for raw data, run    - The default filetype is """"""""instcal"""""""" for ingestImagesDecam.py, so previous use for instcal stays.",Update Registry Handling for Raw Images,"Create or update registry entries so that raw DECam images can be indexed and retrieved by the butler, similar to how instcal data is currently supported (inspired by DM-4034).",inferred
DM-3462,Make obs_decam handle raw data,"The current obs_decam expects instrument calibrated data from the community pipeline, i.e. it  requires matching instcal (Instrument Calibrated), dqmask (the associated mask file), and wtmap (weight map) data from the same visit.  This issue is to add functionality so that raw DECam images can be ingested into registry and retrieved by the data butler.     Practically, this will create new or expand existing sub-classes of CameraMapper and IngestTask.        A brief summary of changes:  - The unit test getRaw.py is updated and should pass, with DM-3196     - Working testdata_decam for the unit test is currently at lsst-dev /lsst8/testdata_decam and https://uofi.box.com/testdata-decam  - DecamInstcalMapper is renamed to DecamMapper, to reflect that Butler can also get """"""""raw"""""""" now besides """"""""instcal"""""""". Please update _mapper in your data repositories.  - To create a registry for raw data, run    - The default filetype is """"""""instcal"""""""" for ingestImagesDecam.py, so previous use for instcal stays.",Enhance Unit Tests for Raw Data Path,"Ensure new raw data ingestion logic is properly tested with the updated testdata_decam, extending tests from getRaw.py (DM-3196).",inferred
DM-3462,Make obs_decam handle raw data,"The current obs_decam expects instrument calibrated data from the community pipeline, i.e. it  requires matching instcal (Instrument Calibrated), dqmask (the associated mask file), and wtmap (weight map) data from the same visit.  This issue is to add functionality so that raw DECam images can be ingested into registry and retrieved by the data butler.     Practically, this will create new or expand existing sub-classes of CameraMapper and IngestTask.        A brief summary of changes:  - The unit test getRaw.py is updated and should pass, with DM-3196     - Working testdata_decam for the unit test is currently at lsst-dev /lsst8/testdata_decam and https://uofi.box.com/testdata-decam  - DecamInstcalMapper is renamed to DecamMapper, to reflect that Butler can also get """"""""raw"""""""" now besides """"""""instcal"""""""". Please update _mapper in your data repositories.  - To create a registry for raw data, run    - The default filetype is """"""""instcal"""""""" for ingestImagesDecam.py, so previous use for instcal stays.",Integrate wtmap and dqmask Support for Raw,Add necessary handling to link raw images with their corresponding dqmask and wtmap files as required by the pipeline (addressing a gap not covered in DM-754).,inferred
DM-3462,Make obs_decam handle raw data,"The current obs_decam expects instrument calibrated data from the community pipeline, i.e. it  requires matching instcal (Instrument Calibrated), dqmask (the associated mask file), and wtmap (weight map) data from the same visit.  This issue is to add functionality so that raw DECam images can be ingested into registry and retrieved by the data butler.     Practically, this will create new or expand existing sub-classes of CameraMapper and IngestTask.        A brief summary of changes:  - The unit test getRaw.py is updated and should pass, with DM-3196     - Working testdata_decam for the unit test is currently at lsst-dev /lsst8/testdata_decam and https://uofi.box.com/testdata-decam  - DecamInstcalMapper is renamed to DecamMapper, to reflect that Butler can also get """"""""raw"""""""" now besides """"""""instcal"""""""". Please update _mapper in your data repositories.  - To create a registry for raw data, run    - The default filetype is """"""""instcal"""""""" for ingestImagesDecam.py, so previous use for instcal stays.",Refactor Documentation and Usage Instructions,"Update READMEs and user documentation to reflect raw data support, reducing confusion similar to issues noted in DM-24913.",inferred
MULE-7003,Add support for EE's Batch Module,Implement a new module that allows processing of large data sets at a record level. Specification available in issue DI-4 (http://corp.wiki.mulesource.com/display/WP/Batch+Module),Design batch processing API,Define the interface and contract for the new batch module to ensure compatibility with existing Mule flows.,inferred
MULE-7003,Add support for EE's Batch Module,Implement a new module that allows processing of large data sets at a record level. Specification available in issue DI-4 (http://corp.wiki.mulesource.com/display/WP/Batch+Module),Implement record-level data handling,"Develop logic to process records in batches, considering memory and throughput requirements similar to APIKIT-2251's OOM issues.",inferred
MULE-7003,Add support for EE's Batch Module,Implement a new module that allows processing of large data sets at a record level. Specification available in issue DI-4 (http://corp.wiki.mulesource.com/display/WP/Batch+Module),Integrate with Mule runtime,"Connect the batch module into the core Mule event processing pipeline, possibly requiring changes akin to those in MULE-13700 for flow integration.",inferred
MULE-7003,Add support for EE's Batch Module,Implement a new module that allows processing of large data sets at a record level. Specification available in issue DI-4 (http://corp.wiki.mulesource.com/display/WP/Batch+Module),Add error handling and recovery,"Ensure robust error management for failed batches, inspired by best practices from high-complexity enhancements like logging modules (MULE-14487).",inferred
DM-12703,Astrometric bootstrapping in S18,Develop a system of incorporating prior knowledge (e.g. of the boresight) into our astrometric fitting routines.,Research bootstrapping techniques,Evaluate existing literature and internal knowledge on astrometric bootstrapping methods relevant to the boresight.,inferred
DM-12703,Astrometric bootstrapping in S18,Develop a system of incorporating prior knowledge (e.g. of the boresight) into our astrometric fitting routines.,Design integration points with current fitting routines,"Define how prior boresight information will be injected into the main astrometric fitter, ensuring compatibility and minimal disruption.",inferred
DM-12703,Astrometric bootstrapping in S18,Develop a system of incorporating prior knowledge (e.g. of the boresight) into our astrometric fitting routines.,Implement test cases for boresight incorporation,Develop unit and integration tests to verify that bootstrapping with prior knowledge improves accuracy as expected.,inferred
DM-12703,Astrometric bootstrapping in S18,Develop a system of incorporating prior knowledge (e.g. of the boresight) into our astrometric fitting routines.,Validate against historical data sets,Use past calibration datasets (like DECam COSMOS) to demonstrate improved precision and reduced systematic errors.,inferred
DM-12703,Astrometric bootstrapping in S18,Develop a system of incorporating prior knowledge (e.g. of the boresight) into our astrometric fitting routines.,Prepare documentation and report,"Create a summary of findings, integration approach, and performance gains for stakeholders.",inferred
DM-15972,Planning for December PM,Planning for the preventive maintenance period for December 2018.,Schedule Coordination,Defining and aligning the calendar for all December maintenance activities.,grounded
DM-15972,Planning for December PM,Planning for the preventive maintenance period for December 2018.,Resource Allocation,Assigning personnel and equipment to each scheduled task based on availability and requirements.,inferred
DM-15972,Planning for December PM,Planning for the preventive maintenance period for December 2018.,Preventive Task Planning,"Detailing specific preventive maintenance tasks for December, including timelines and dependencies.",grounded
DM-15972,Planning for December PM,Planning for the preventive maintenance period for December 2018.,Risk & Contingency Measures,Identifying potential risks and planning contingencies to ensure smooth execution.,inferred
DM-15972,Planning for December PM,Planning for the preventive maintenance period for December 2018.,Documentation & Handoffs,Preparing necessary documentation and ensuring handoffs between teams for December activities.,grounded
