issue_key,ticket_title,ticket_description,subtask_title,subtask_reasoning,label
MDL-45780,"Neither formchangechecker, nor quiz autosave detects changes in Atto editors","Both quiz autosave code <USER>quiz/yui/src/autosave/js/autosave.js, and lib/yui/src/formchangechecker/js/formchangechecker.js require special code to work with TinyMCE.    It seems that it they will alos need special code to work with Atto, but no-one has written that.    To reproduce (Quiz)  # (Optional) Add $CFG->forced_plugin_settings = array('quiz' => array('autosaveperiod' => 3)); to your config.php to make thes easier to test. (Just a 3 second delay between a change and an auto-save.)  # Ensure you have a default set-up using Atto, not TinyMCE or another editor.  # Create a quiz containing one essay question, that uses the 'HTML editor with file picker' response type.  # Attempt the quiz, and Open the console. (The autosave code outputs useful debug messages to tell you what is going on - assuming you have developer debug on.)  # Type something in Atto, and verify that 3 seconds later (or whatever delay you set) an autosave ajax request happens.  # Add an image to Atto using the filepicker, and verify that cause an autosave too.    To reproduce (Formchangechecker)  # Go to a form, and click to make a new post.  # Type an X in the message box.  # Click the back button. You should get a warning that you are about to leave a page with unsaved data, but you don't.",Verify that the special code works with Atto,"This subtask involves verifying that the special code works with Atto, which is a key part of the ticket.",
TIMOB-26967,iOS: Memory leak in Ti.API.debug,"h2. Description  We have tried the candidate sdk v8.1.0 and v8.0.1, however, the memory leak issue still exists. We have done a comparison between v6.3.0.GA, and candidates sdk v8.x.x, you can find the result in screenshots which indicate that the memory is not released.     It is the same issue as our previous bug report https://jira.<USER>org/browse/TIMOB-26811    h2. Sample App  https://github.com/lukeluluke/simpleApp    h2. How to reproduce   1. <USER>the project and build with sdk v8.1.0.v20190328075104  2. Use Instruments to monitor the memory usage and leaks  3. You will find the memory keep increasing , and the are memory leaks for almost each api request.   4. Rebuild the app with sdk v.6.3.0.GA.  5. Use Instruments to monitor the memory usage and leaks  6. You will see memory is freed at some time",Investigate memory leak in Ti.API.debug,This subtask involves identifying the root cause of the memory leak in Ti.API.debug and creating a plan to fix it.,
TIMOB-26967,iOS: Memory leak in Ti.API.debug,"h2. Description  We have tried the candidate sdk v8.1.0 and v8.0.1, however, the memory leak issue still exists. We have done a comparison between v6.3.0.GA, and candidates sdk v8.x.x, you can find the result in screenshots which indicate that the memory is not released.     It is the same issue as our previous bug report https://jira.<USER>org/browse/TIMOB-26811    h2. Sample App  https://github.com/lukeluluke/simpleApp    h2. How to reproduce   1. <USER>the project and build with sdk v8.1.0.v20190328075104  2. Use Instruments to monitor the memory usage and leaks  3. You will find the memory keep increasing , and the are memory leaks for almost each api request.   4. Rebuild the app with sdk v.6.3.0.GA.  5. Use Instruments to monitor the memory usage and leaks  6. You will see memory is freed at some time",Create a test case to reproduce the memory leak,This subtask involves creating a test case to reproduce the memory leak and verifying that it is fixed.,
TIMOB-26967,iOS: Memory leak in Ti.API.debug,"h2. Description  We have tried the candidate sdk v8.1.0 and v8.0.1, however, the memory leak issue still exists. We have done a comparison between v6.3.0.GA, and candidates sdk v8.x.x, you can find the result in screenshots which indicate that the memory is not released.     It is the same issue as our previous bug report https://jira.<USER>org/browse/TIMOB-26811    h2. Sample App  https://github.com/lukeluluke/simpleApp    h2. How to reproduce   1. <USER>the project and build with sdk v8.1.0.v20190328075104  2. Use Instruments to monitor the memory usage and leaks  3. You will find the memory keep increasing , and the are memory leaks for almost each api request.   4. Rebuild the app with sdk v.6.3.0.GA.  5. Use Instruments to monitor the memory usage and leaks  6. You will see memory is freed at some time",Implement a fix for the memory leak,This subtask involves implementing a fix for the memory leak and verifying that it is working correctly.,
DM-21425,Install and Test EFD bundle,Obtain the Kafka EFD bundle from SQuaRE; instal and test it on the NCSA test stand. Understand internal workings and how it relates to database issues.,Obtain Kafka EFD bundle from SQuaRE,"This subtask involves retrieving the necessary bundle from SQuaRE, which is a relatively straightforward process.",
DM-21425,Install and Test EFD bundle,Obtain the Kafka EFD bundle from SQuaRE; instal and test it on the NCSA test stand. Understand internal workings and how it relates to database issues.,Install and test EFD bundle on NCSA test stand,"This subtask involves installing and testing the EFD bundle on the NCSA test stand, which is a more complex process compared to obtaining the bundle.",
DM-21425,Install and Test EFD bundle,Obtain the Kafka EFD bundle from SQuaRE; instal and test it on the NCSA test stand. Understand internal workings and how it relates to database issues.,Understand internal workings of EFD bundle,"This subtask involves understanding how the EFD bundle works and how it relates to database issues, which is a smaller but still important part of the overall task.",
TISTUD-1678,Android: allow users to launch x86 emulator,"h2. Description    Developers need to be able to leverage the Android x86 emulator that was made available with Android SDK r17. It claims to have performance increases beyond the standard emulator making for a better development experience.    h2. Proposed Solution(s)    It would be good if you could specify by default whether you want to use the x86 or standard emulator for all projects, perhaps in {{Preferences -> Titanium Studio -> Titanium}}. It should be the standard emulator by default as the x86 emulator currently does not include the Google APIs (which would prevent the KitchenSink from running) and it does not support V8, as detailed in the linked ticket.    Also, it should be configurable on a per-project basis as well, for the same reasons I listed in the above paragraph.    So:    # We need to upgrade our AVI detection to show the available ABIs per device  # For devices with multiple ABIs we need to allow the user to select which one to use as part of the launch configuration, and that is passed as the first argument to the SDK for SDKs 2.1+. For < 2.1, we only pass the device argument  # We could add a preference in Titanium Preferences to default to x86 or standard emulator (were available). This would se the default ABI selection in the launch configuration.",Upgrade AVI detection to show available ABIs per device,"This subtask requires modifying the AVI detection to show the available ABIs per device, which is a relatively simple task.",
TISTUD-1678,Android: allow users to launch x86 emulator,"h2. Description    Developers need to be able to leverage the Android x86 emulator that was made available with Android SDK r17. It claims to have performance increases beyond the standard emulator making for a better development experience.    h2. Proposed Solution(s)    It would be good if you could specify by default whether you want to use the x86 or standard emulator for all projects, perhaps in {{Preferences -> Titanium Studio -> Titanium}}. It should be the standard emulator by default as the x86 emulator currently does not include the Google APIs (which would prevent the KitchenSink from running) and it does not support V8, as detailed in the linked ticket.    Also, it should be configurable on a per-project basis as well, for the same reasons I listed in the above paragraph.    So:    # We need to upgrade our AVI detection to show the available ABIs per device  # For devices with multiple ABIs we need to allow the user to select which one to use as part of the launch configuration, and that is passed as the first argument to the SDK for SDKs 2.1+. For < 2.1, we only pass the device argument  # We could add a preference in Titanium Preferences to default to x86 or standard emulator (were available). This would se the default ABI selection in the launch configuration.",Allow user selection of ABIs for devices with multiple ABIs,"This subtask requires adding a feature to allow users to select which ABI to use for devices with multiple ABIs, which is a moderate complexity task.",
TISTUD-1678,Android: allow users to launch x86 emulator,"h2. Description    Developers need to be able to leverage the Android x86 emulator that was made available with Android SDK r17. It claims to have performance increases beyond the standard emulator making for a better development experience.    h2. Proposed Solution(s)    It would be good if you could specify by default whether you want to use the x86 or standard emulator for all projects, perhaps in {{Preferences -> Titanium Studio -> Titanium}}. It should be the standard emulator by default as the x86 emulator currently does not include the Google APIs (which would prevent the KitchenSink from running) and it does not support V8, as detailed in the linked ticket.    Also, it should be configurable on a per-project basis as well, for the same reasons I listed in the above paragraph.    So:    # We need to upgrade our AVI detection to show the available ABIs per device  # For devices with multiple ABIs we need to allow the user to select which one to use as part of the launch configuration, and that is passed as the first argument to the SDK for SDKs 2.1+. For < 2.1, we only pass the device argument  # We could add a preference in Titanium Preferences to default to x86 or standard emulator (were available). This would se the default ABI selection in the launch configuration.",Add preference for defaulting to x86 or standard emulator,"This subtask requires adding a preference to default to x86 or standard emulator, which is a relatively simple task.",
TIMOB-26355,Android: Implement V4 Analytics specification,- Implement V4 analytics specification outlined https://techweb.axway.com/confluence/pages/viewpage.action?spaceKey=analytics&title=Event+v4+Specification,Implement V4 analytics specification for Android,This subtask covers the core implementation of the V4 analytics specification for Android.,
TIMOB-26355,Android: Implement V4 Analytics specification,- Implement V4 analytics specification outlined https://techweb.axway.com/confluence/pages/viewpage.action?spaceKey=analytics&title=Event+v4+Specification,Integrate V4 analytics with existing Android codebase,This subtask involves integrating the new V4 analytics implementation with the existing Android codebase.,
TIMOB-26355,Android: Implement V4 Analytics specification,- Implement V4 analytics specification outlined https://techweb.axway.com/confluence/pages/viewpage.action?spaceKey=analytics&title=Event+v4+Specification,Test and validate V4 analytics implementation,This subtask covers testing and validating the V4 analytics implementation to ensure it works as expected.,
TIMOB-27458,Parity: Ti.Filesystem.getFile inconsistent in support of various URIs across platforms,"Between iOS and Android, we have very inconsistent support for various URIs we can pass in to refer to files. Some of this is expected, as Android has platform specific {{content:}}, {{appdata-private:}}, {{android.resource:}}, and {{file:///android_asset}} schemes.    However, there's many differences in handling {{file:}} URIs, {{app:}} URIs, and paths with no scheme.    Specifically in calling {{Ti.Filesystem.getFile()}}:  - iOS does not seem to support using {{app:}} URIs. (A workaround would be to call {{Ti.App.appURLToPath()}} on it first? Which is an undocumented public API!)  - Android doesn't support {{file://}} or {{file:}} URIs for relative paths and assumes/forces absolute  - iOS can't handle {{file:}} URIs (no trailing double-slash on the scheme)  - Android assumes {{appdata-private:}} scheme implicitly if not scheme is provided    See the test suite here: https://github.com/<USER>titanium_mobile/blob/6f176428755144db135986b281d08430fd036692/tests/Resources/ti.filesystem.file.addontest.js",Implement parity for file: URIs on iOS,"This subtask requires implementing parity for file: URIs on iOS, similar to TIMOB-27322.",
TIMOB-27458,Parity: Ti.Filesystem.getFile inconsistent in support of various URIs across platforms,"Between iOS and Android, we have very inconsistent support for various URIs we can pass in to refer to files. Some of this is expected, as Android has platform specific {{content:}}, {{appdata-private:}}, {{android.resource:}}, and {{file:///android_asset}} schemes.    However, there's many differences in handling {{file:}} URIs, {{app:}} URIs, and paths with no scheme.    Specifically in calling {{Ti.Filesystem.getFile()}}:  - iOS does not seem to support using {{app:}} URIs. (A workaround would be to call {{Ti.App.appURLToPath()}} on it first? Which is an undocumented public API!)  - Android doesn't support {{file://}} or {{file:}} URIs for relative paths and assumes/forces absolute  - iOS can't handle {{file:}} URIs (no trailing double-slash on the scheme)  - Android assumes {{appdata-private:}} scheme implicitly if not scheme is provided    See the test suite here: https://github.com/<USER>titanium_mobile/blob/6f176428755144db135986b281d08430fd036692/tests/Resources/ti.filesystem.file.addontest.js",Implement parity for app: URIs on iOS,"This subtask requires implementing parity for app: URIs on iOS, which is a smaller scope than the previous subtask.",
TIMOB-27458,Parity: Ti.Filesystem.getFile inconsistent in support of various URIs across platforms,"Between iOS and Android, we have very inconsistent support for various URIs we can pass in to refer to files. Some of this is expected, as Android has platform specific {{content:}}, {{appdata-private:}}, {{android.resource:}}, and {{file:///android_asset}} schemes.    However, there's many differences in handling {{file:}} URIs, {{app:}} URIs, and paths with no scheme.    Specifically in calling {{Ti.Filesystem.getFile()}}:  - iOS does not seem to support using {{app:}} URIs. (A workaround would be to call {{Ti.App.appURLToPath()}} on it first? Which is an undocumented public API!)  - Android doesn't support {{file://}} or {{file:}} URIs for relative paths and assumes/forces absolute  - iOS can't handle {{file:}} URIs (no trailing double-slash on the scheme)  - Android assumes {{appdata-private:}} scheme implicitly if not scheme is provided    See the test suite here: https://github.com/<USER>titanium_mobile/blob/6f176428755144db135986b281d08430fd036692/tests/Resources/ti.filesystem.file.addontest.js",Implement parity for file:// URIs on Android,"This subtask requires implementing parity for file:// URIs on Android, which is a smaller scope than the previous subtasks.",
TIMOB-27458,Parity: Ti.Filesystem.getFile inconsistent in support of various URIs across platforms,"Between iOS and Android, we have very inconsistent support for various URIs we can pass in to refer to files. Some of this is expected, as Android has platform specific {{content:}}, {{appdata-private:}}, {{android.resource:}}, and {{file:///android_asset}} schemes.    However, there's many differences in handling {{file:}} URIs, {{app:}} URIs, and paths with no scheme.    Specifically in calling {{Ti.Filesystem.getFile()}}:  - iOS does not seem to support using {{app:}} URIs. (A workaround would be to call {{Ti.App.appURLToPath()}} on it first? Which is an undocumented public API!)  - Android doesn't support {{file://}} or {{file:}} URIs for relative paths and assumes/forces absolute  - iOS can't handle {{file:}} URIs (no trailing double-slash on the scheme)  - Android assumes {{appdata-private:}} scheme implicitly if not scheme is provided    See the test suite here: https://github.com/<USER>titanium_mobile/blob/6f176428755144db135986b281d08430fd036692/tests/Resources/ti.filesystem.file.addontest.js",Implement parity for appdata-private scheme on Android,"This subtask requires implementing parity for the appdata-private scheme on Android, which is a smaller scope than the previous subtasks.",
TIMOB-17058,iOS: Implement NSURLSession Uploading,Request that the NSURLSession module adds support for the [upload task|https://developer.apple.com/library/ios/documentation/Foundation/Reference/NSURLSessionUploadTask_class/Reference/Reference.html#//apple_ref/occ/cl/NSURLSessionUploadTask].,Implement NSURLSession Upload Task,"This subtask involves implementing the core functionality of the upload task, which is similar in scope to TIMOB-24871 (5 SP).",
TIMOB-17058,iOS: Implement NSURLSession Uploading,Request that the NSURLSession module adds support for the [upload task|https://developer.apple.com/library/ios/documentation/Foundation/Reference/NSURLSessionUploadTask_class/Reference/Reference.html#//apple_ref/occ/cl/NSURLSessionUploadTask].,Add Support for Multipart/Form-Data,"This subtask involves adding support for multipart/form-data, which is similar in scope to TIMOB-16380 (1 SP).",
TIMOB-17058,iOS: Implement NSURLSession Uploading,Request that the NSURLSession module adds support for the [upload task|https://developer.apple.com/library/ios/documentation/Foundation/Reference/NSURLSessionUploadTask_class/Reference/Reference.html#//apple_ref/occ/cl/NSURLSessionUploadTask].,Handle Error Cases and Edge Cases,"This subtask involves handling error cases and edge cases, which is a smaller task similar in scope to MESOS-4822 (2 SP).",
TISTUD-3486,Implement publishing to the Oracle Mobile Server using their APIs,"The publishing should happen through Oracle APIs(check the Resource Manager APIs). See http://docs.oracle.com/cd/E22663_01/doc.11100/e22677/sync.htm#i1007512.    Use the Resource Manager APIs to create the publication, package it with an application, and publish it to the mobile server. See the oracle.mobile.admin.MobileResourceManager in the Oracle Database Mobile Server JavaDoc, which is located off the ORACLE_HOME/Mobile/doc/index.htm page.    Reference the doc at https://wiki.appcelerator.org/display/tools/Publish+Apps+to+Oracle+Mobile+Server.",Implement Resource Manager API integration,This subtask involves integrating the Resource Manager APIs with the publishing process.,
TISTUD-3486,Implement publishing to the Oracle Mobile Server using their APIs,"The publishing should happen through Oracle APIs(check the Resource Manager APIs). See http://docs.oracle.com/cd/E22663_01/doc.11100/e22677/sync.htm#i1007512.    Use the Resource Manager APIs to create the publication, package it with an application, and publish it to the mobile server. See the oracle.mobile.admin.MobileResourceManager in the Oracle Database Mobile Server JavaDoc, which is located off the ORACLE_HOME/Mobile/doc/index.htm page.    Reference the doc at https://wiki.appcelerator.org/display/tools/Publish+Apps+to+Oracle+Mobile+Server.",Package application with publication,This subtask involves packaging the application with the publication using the Resource Manager APIs.,
DM-18764,Kubernetes Service Improvements FY19b,"Facilitate configuration and use of kubernetes cluster and related issues-- single sign-on, etc. The goal is to work towards production quality service for the kubernetes cluster. Bucket epic.",Implement Kubernetes Service Improvements FY19b: Single Sign-On,"This subtask involves implementing single sign-on for the kubernetes cluster, which is a critical component of the overall service improvements.",
DM-18764,Kubernetes Service Improvements FY19b,"Facilitate configuration and use of kubernetes cluster and related issues-- single sign-on, etc. The goal is to work towards production quality service for the kubernetes cluster. Bucket epic.",Develop Kubernetes Cluster Configuration and Monitoring,"This subtask involves developing the configuration and monitoring for the kubernetes cluster, which is a key aspect of the service improvements.",
DM-18764,Kubernetes Service Improvements FY19b,"Facilitate configuration and use of kubernetes cluster and related issues-- single sign-on, etc. The goal is to work towards production quality service for the kubernetes cluster. Bucket epic.",Document Kubernetes Cluster Requirements and Best Practices,"This subtask involves documenting the requirements and best practices for the kubernetes cluster, which will help ensure that the service is production quality.",
DM-18764,Kubernetes Service Improvements FY19b,"Facilitate configuration and use of kubernetes cluster and related issues-- single sign-on, etc. The goal is to work towards production quality service for the kubernetes cluster. Bucket epic.",Implement Kubernetes Cluster Hardware Monitoring,"This subtask involves implementing hardware monitoring for the kubernetes cluster, which is a critical component of the overall service improvements.",
DM-18764,Kubernetes Service Improvements FY19b,"Facilitate configuration and use of kubernetes cluster and related issues-- single sign-on, etc. The goal is to work towards production quality service for the kubernetes cluster. Bucket epic.",Develop Sample Deployment and Topology for Kubernetes,"This subtask involves developing a sample deployment and topology for the kubernetes cluster, which will help users quickly mimic a real-world setup.",
DM-16540,Attend DMLT/IVOA/ADASS,Attend two days of the DMLT meeting in Princeton. Attend the 3 day IVOA meeting. Attend the 4 day ADASS meeting.,Attend DMLT meeting,"This subtask is estimated to be 5 story points, similar to DM-7072, due to the 2-day duration of the meeting.",
DM-16540,Attend DMLT/IVOA/ADASS,Attend two days of the DMLT meeting in Princeton. Attend the 3 day IVOA meeting. Attend the 4 day ADASS meeting.,Attend IVOA meeting,"This subtask is estimated to be 4 story points, similar to DM-7072, due to the 3-day duration of the meeting.",
DM-16540,Attend DMLT/IVOA/ADASS,Attend two days of the DMLT meeting in Princeton. Attend the 3 day IVOA meeting. Attend the 4 day ADASS meeting.,Attend ADASS meeting,"This subtask is estimated to be 4 story points, similar to DM-7072, due to the 4-day duration of the meeting.",
DM-3864,Integration Dataset for metrics and regression tests - Part I,This epic covers the defintion of a compact but rich dataset to  support regression testing and surrogate metric development for  regular automatic integration tests. It also involes a definition of  interim/surrogate metrics where they can aid testing and development  and/or where KMPs cannot be calculated.    [DN 75% MWV 25%],Define interim/surrogate metrics,"This subtask involves developing metrics that can aid testing and development, similar to DM-9539.",
DM-3864,Integration Dataset for metrics and regression tests - Part I,This epic covers the defintion of a compact but rich dataset to  support regression testing and surrogate metric development for  regular automatic integration tests. It also involes a definition of  interim/surrogate metrics where they can aid testing and development  and/or where KMPs cannot be calculated.    [DN 75% MWV 25%],Develop dataset for regression testing,"This subtask requires creating a compact but rich dataset, similar to DM-2050.",
DM-3864,Integration Dataset for metrics and regression tests - Part I,This epic covers the defintion of a compact but rich dataset to  support regression testing and surrogate metric development for  regular automatic integration tests. It also involes a definition of  interim/surrogate metrics where they can aid testing and development  and/or where KMPs cannot be calculated.    [DN 75% MWV 25%],Implement dataset definition and validation,"This subtask involves defining and validating the dataset, similar to DM-1143.",
DM-3864,Integration Dataset for metrics and regression tests - Part I,This epic covers the defintion of a compact but rich dataset to  support regression testing and surrogate metric development for  regular automatic integration tests. It also involes a definition of  interim/surrogate metrics where they can aid testing and development  and/or where KMPs cannot be calculated.    [DN 75% MWV 25%],Develop naming conventions for JSON output,"This subtask requires developing naming conventions for JSON output, similar to DM-4957.",
DM-3864,Integration Dataset for metrics and regression tests - Part I,This epic covers the defintion of a compact but rich dataset to  support regression testing and surrogate metric development for  regular automatic integration tests. It also involes a definition of  interim/surrogate metrics where they can aid testing and development  and/or where KMPs cannot be calculated.    [DN 75% MWV 25%],Trigger git tag version using project defined regex patterns,"This subtask involves triggering git tag version, similar to EVG-8074.",
DM-24443,Implement direct gradients in scarlet,"Currently scarlet uses autograd to calculated the gradients used for optimization. This creates an overhead in both memory and runtime, as autograd requires a wrapper for all functions used in the code in order to back-propagate the gradients for each variable.    For scarlet we can calculate almost all of those gradients ourselves, eliminating the need to use autograd. The attached notebook demonstrates how this can be done, giving an outline of the runtime differences between autograd and direct gradients using a simplified modeling algorithm with a single back-propagation. It also demonstrates that gradients can be back-propagated up to 10 times faster per iteration when using gradients that we calculate ourselves, where the exact saving is based on the ratio of the PSF to the full size image (which translates into how much time we are spending on gradient calculation vs convolutions).    DM-23788 implements convolutions in real space, resulting in a model that allows us to calculate all of the gradients directly ourselves. However, it also demonstrates that real space convolutions are slower than those performed in k-space, so we are likely to use fft convolutions in production. We could in principle still use autograd to calculate the FFT convolution gradients for us, however since we only need the gradients for that single operation it will likely be easier to just implement a direct gradient for the FFTs as well (which may be as simple as calling a function in autograd).",Implement direct gradients for FFT convolutions,"This subtask is estimated to be 8 story points, as it involves implementing a direct gradient for the FFT convolution operation, which may be as simple as calling a function in autograd.",
DM-24443,Implement direct gradients in scarlet,"Currently scarlet uses autograd to calculated the gradients used for optimization. This creates an overhead in both memory and runtime, as autograd requires a wrapper for all functions used in the code in order to back-propagate the gradients for each variable.    For scarlet we can calculate almost all of those gradients ourselves, eliminating the need to use autograd. The attached notebook demonstrates how this can be done, giving an outline of the runtime differences between autograd and direct gradients using a simplified modeling algorithm with a single back-propagation. It also demonstrates that gradients can be back-propagated up to 10 times faster per iteration when using gradients that we calculate ourselves, where the exact saving is based on the ratio of the PSF to the full size image (which translates into how much time we are spending on gradient calculation vs convolutions).    DM-23788 implements convolutions in real space, resulting in a model that allows us to calculate all of the gradients directly ourselves. However, it also demonstrates that real space convolutions are slower than those performed in k-space, so we are likely to use fft convolutions in production. We could in principle still use autograd to calculate the FFT convolution gradients for us, however since we only need the gradients for that single operation it will likely be easier to just implement a direct gradient for the FFTs as well (which may be as simple as calling a function in autograd).",Implement direct gradients for other operations,"This subtask is estimated to be 8 story points, as it involves implementing direct gradients for other operations in scarlet, which may require more implementation effort.",
DM-24443,Implement direct gradients in scarlet,"Currently scarlet uses autograd to calculated the gradients used for optimization. This creates an overhead in both memory and runtime, as autograd requires a wrapper for all functions used in the code in order to back-propagate the gradients for each variable.    For scarlet we can calculate almost all of those gradients ourselves, eliminating the need to use autograd. The attached notebook demonstrates how this can be done, giving an outline of the runtime differences between autograd and direct gradients using a simplified modeling algorithm with a single back-propagation. It also demonstrates that gradients can be back-propagated up to 10 times faster per iteration when using gradients that we calculate ourselves, where the exact saving is based on the ratio of the PSF to the full size image (which translates into how much time we are spending on gradient calculation vs convolutions).    DM-23788 implements convolutions in real space, resulting in a model that allows us to calculate all of the gradients directly ourselves. However, it also demonstrates that real space convolutions are slower than those performed in k-space, so we are likely to use fft convolutions in production. We could in principle still use autograd to calculate the FFT convolution gradients for us, however since we only need the gradients for that single operation it will likely be easier to just implement a direct gradient for the FFTs as well (which may be as simple as calling a function in autograd).",Optimize direct gradient implementation,"This subtask is estimated to be 5 story points, as it involves optimizing the direct gradient implementation to improve performance.",
DM-14292,Deploy replication service at PDAC,"Major milestones of this effort:  # upgrade Qserv installation in PDAC with the latest version of Docker containers based on MariaDB 10.2.14. The new containers are also needed to support the extended management protocol needed for cooperation between Qserv workers and the Replication system's Controllers when changes to replica disposition are made.  # Docker-based install and preliminary tests of the Replication system's tools on the cluster. At this stage a proper configuration of the Replication system will be devised and tested.  # Scalability tests of the main replication operations, including operations with persistent state of the operations (Replication _jobs_ and _requests_). Making improvements to the implementation of the system as needed.  # Implement the _Health Monitoring Algorithm_ for workers of both kinds (Qserv and the Replication system). Integrate this algorithm into the above mentioned _fixed logic Controller_. The initial version of the algorithm will be sending _probe_ requests to both kinds of workers and measure their responses (which must arrive within a reasonable period of time). This may also require to make some adjustments to the Replication system's Messaging Network to respect priorities of these requests. The current implementation has a plain queue. The new one should get a priority queue.  # Finalize and test the fixed-logic replication Controller  # when confident with the functionality, performance and robustness of the Replication system integrate the system with the existing Kubernetes infrastructure",Upgrade Qserv installation in PDAC,This task involves upgrading Qserv installation to the latest version of Docker containers based on MariaDB 10.2.14.,
DM-14292,Deploy replication service at PDAC,"Major milestones of this effort:  # upgrade Qserv installation in PDAC with the latest version of Docker containers based on MariaDB 10.2.14. The new containers are also needed to support the extended management protocol needed for cooperation between Qserv workers and the Replication system's Controllers when changes to replica disposition are made.  # Docker-based install and preliminary tests of the Replication system's tools on the cluster. At this stage a proper configuration of the Replication system will be devised and tested.  # Scalability tests of the main replication operations, including operations with persistent state of the operations (Replication _jobs_ and _requests_). Making improvements to the implementation of the system as needed.  # Implement the _Health Monitoring Algorithm_ for workers of both kinds (Qserv and the Replication system). Integrate this algorithm into the above mentioned _fixed logic Controller_. The initial version of the algorithm will be sending _probe_ requests to both kinds of workers and measure their responses (which must arrive within a reasonable period of time). This may also require to make some adjustments to the Replication system's Messaging Network to respect priorities of these requests. The current implementation has a plain queue. The new one should get a priority queue.  # Finalize and test the fixed-logic replication Controller  # when confident with the functionality, performance and robustness of the Replication system integrate the system with the existing Kubernetes infrastructure",Docker-based install and preliminary tests of the Replication system's tools,This task involves installing and testing the Replication system's tools on the cluster.,
DM-14292,Deploy replication service at PDAC,"Major milestones of this effort:  # upgrade Qserv installation in PDAC with the latest version of Docker containers based on MariaDB 10.2.14. The new containers are also needed to support the extended management protocol needed for cooperation between Qserv workers and the Replication system's Controllers when changes to replica disposition are made.  # Docker-based install and preliminary tests of the Replication system's tools on the cluster. At this stage a proper configuration of the Replication system will be devised and tested.  # Scalability tests of the main replication operations, including operations with persistent state of the operations (Replication _jobs_ and _requests_). Making improvements to the implementation of the system as needed.  # Implement the _Health Monitoring Algorithm_ for workers of both kinds (Qserv and the Replication system). Integrate this algorithm into the above mentioned _fixed logic Controller_. The initial version of the algorithm will be sending _probe_ requests to both kinds of workers and measure their responses (which must arrive within a reasonable period of time). This may also require to make some adjustments to the Replication system's Messaging Network to respect priorities of these requests. The current implementation has a plain queue. The new one should get a priority queue.  # Finalize and test the fixed-logic replication Controller  # when confident with the functionality, performance and robustness of the Replication system integrate the system with the existing Kubernetes infrastructure",Scalability tests of the main replication operations,"This task involves testing the scalability of the main replication operations, including operations with persistent state.",
DM-14292,Deploy replication service at PDAC,"Major milestones of this effort:  # upgrade Qserv installation in PDAC with the latest version of Docker containers based on MariaDB 10.2.14. The new containers are also needed to support the extended management protocol needed for cooperation between Qserv workers and the Replication system's Controllers when changes to replica disposition are made.  # Docker-based install and preliminary tests of the Replication system's tools on the cluster. At this stage a proper configuration of the Replication system will be devised and tested.  # Scalability tests of the main replication operations, including operations with persistent state of the operations (Replication _jobs_ and _requests_). Making improvements to the implementation of the system as needed.  # Implement the _Health Monitoring Algorithm_ for workers of both kinds (Qserv and the Replication system). Integrate this algorithm into the above mentioned _fixed logic Controller_. The initial version of the algorithm will be sending _probe_ requests to both kinds of workers and measure their responses (which must arrive within a reasonable period of time). This may also require to make some adjustments to the Replication system's Messaging Network to respect priorities of these requests. The current implementation has a plain queue. The new one should get a priority queue.  # Finalize and test the fixed-logic replication Controller  # when confident with the functionality, performance and robustness of the Replication system integrate the system with the existing Kubernetes infrastructure",Implement Health Monitoring Algorithm,This task involves implementing the Health Monitoring Algorithm for workers of both kinds (Qserv and the Replication system).,
DM-14292,Deploy replication service at PDAC,"Major milestones of this effort:  # upgrade Qserv installation in PDAC with the latest version of Docker containers based on MariaDB 10.2.14. The new containers are also needed to support the extended management protocol needed for cooperation between Qserv workers and the Replication system's Controllers when changes to replica disposition are made.  # Docker-based install and preliminary tests of the Replication system's tools on the cluster. At this stage a proper configuration of the Replication system will be devised and tested.  # Scalability tests of the main replication operations, including operations with persistent state of the operations (Replication _jobs_ and _requests_). Making improvements to the implementation of the system as needed.  # Implement the _Health Monitoring Algorithm_ for workers of both kinds (Qserv and the Replication system). Integrate this algorithm into the above mentioned _fixed logic Controller_. The initial version of the algorithm will be sending _probe_ requests to both kinds of workers and measure their responses (which must arrive within a reasonable period of time). This may also require to make some adjustments to the Replication system's Messaging Network to respect priorities of these requests. The current implementation has a plain queue. The new one should get a priority queue.  # Finalize and test the fixed-logic replication Controller  # when confident with the functionality, performance and robustness of the Replication system integrate the system with the existing Kubernetes infrastructure",Integrate Replication system with Kubernetes infrastructure,This task involves integrating the Replication system with the existing Kubernetes infrastructure.,
